frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
379,1,2088.7855977220356 1475.4429085567388 2773.4786022465087 2048.336007944818,2317.6476236979165 1818.9188639322917 2585.5201009114585 1926.0767415364583,0,0,0
380,1,2089.44136023589 1478.510950105384 2774.260834290326 2051.711502380881,2324.46923828125 1822.8944091796875 2584.10498046875 1931.2657470703125,0.4420939087867737,AP05JEO,0.38270217401437634
381,1,2090.5307052382996 1483.2647339117361 2776.243261536055 2057.203348933199,2309.34765625 1824.75 2557.26318359375 1926.901611328125,0.5417224764823914,AP05JEO,0.4139706987880077
382,1,2086.9746520122544 1488.3673632312284 2772.599718283377 2063.6662683890972,2315.509765625 1828.0345458984375 2578.309814453125 1945.1612548828125,0.5876972079277039,AP05JEO,0.48019073210907753
383,1,2087.185593104297 1492.7114571273555 2774.4714331477203 2069.118008144457,2319.4990234375 1831.777587890625 2587.4892578125 1937.35693359375,0.5453720092773438,AP05JED,0.38956743789374476
384,1,2088.622606358924 1495.9595748225265 2776.9807587143987 2072.8699695680293,2336.88671875 1835.9091796875 2585.50927734375 1940.64208984375,0,0,0
385,1,2090.059619613551 1499.2076925176978 2779.4900842810775 2076.6219309916014,2354.2744140625 1840.040771484375 2583.529296875 1943.92724609375,0,0,0
386,1,2091.496632868178 1502.4558102128688 2781.999409847756 2080.373892415174,2371.662109375 1844.17236328125 2581.54931640625 1947.21240234375,0.3803136348724365,AP05JEQ,0.1834630974394077
387,1,2089.6839218433356 1503.372294587381 2783.12667657273 2082.158526842478,2320.124267578125 1848.7415771484375 2593.8779296875 1948.455322265625,0.5376414656639099,AP05JEQ,0.2599126612288836
388,1,2091.1808451379848 1505.9638310272103 2788.5995460115664 2086.464054541446,2307.180908203125 1858.8636474609375 2591.478515625 1964.3470458984375,0.43736007809638977,AP05JEQ,0.48680043980646204
389,1,2090.875219543265 1508.3861986395739 2790.317517270721 2089.6352722214297,2317.050048828125 1849.213134765625 2599.388427734375 1961.555908203125,0.5981904864311218,AP05JEO,0.2536220801201152
390,1,2091.9360446232718 1511.2172237036605 2790.791259892348 2093.0263520107887,2331.3896484375 1863.552978515625 2540.335693359375 1959.151611328125,0.4690043330192566,AP05JEO,0.29586879022070345
391,1,2092.3812686937617 1512.0914198902785 2790.520056723758 2094.2766450759436,2331.0556640625 1863.4925537109375 2540.905517578125 1959.227783203125,0.46933382749557495,AP05JEO,0.29586879022070345
392,1,2092.209085762446 1515.527684009457 2787.6768103245086 2097.0049462073916,2334.264404296875 1869.3739013671875 2566.458984375 1978.6094970703125,0.4502791166305542,AP05JEO,0.2323291656039275
